source_record_id,name,codename,core_count,thread_count,base_clock_ghz,boost_clock_ghz,socket,process_nm,l3_cache_mb,tdp_w,release_date,has_structured_specs,cores_raw,clock_raw,socket_raw,process_raw,l3_cache_raw,tdp_raw,release_raw,source_dataset
98b2ccab1b88a938f9d4,A10 PRO-7800B,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
2ab57277e5ad310a37f7,A10 PRO-7850B,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
e3b9cb02a585e5f07d52,A10-4600M,Trinity,4,,2.3,3.2,FS1R2,32.0,,35.0,2012-05-15,True,4,2.3 to 3.2 GHz,Socket FS1r2,32 nm,,35 W,"May 15th, 2012",baraazaid/cpu-and-gpu-stats
3f505539d7c74a479b49,A10-4655M,Trinity,4,,2.0,2.8,FP2,32.0,,25.0,2012-05-15,True,4,2 to 2.8 GHz,Socket FP2,32 nm,,25 W,"May 15th, 2012",baraazaid/cpu-and-gpu-stats
550c5b6b666b02a2e7d7,A10-5700,Trinity,4,,3.4,4.0,FM2,32.0,,65.0,2012-10-02,True,4,3.4 to 4 GHz,Socket FM2,32 nm,,65 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
1f6493fc9d548588fa18,A10-5745M,Richland,4,,2.1,2.9,FP2,32.0,,25.0,2013-06-01,True,4,2.1 to 2.9 GHz,Socket FP2,32 nm,,25 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
ec8ffb9f7dbc3762cb65,A10-5750M,Richland,4,,2.5,3.5,FS1R2,32.0,,35.0,2013-06-01,True,4,2.5 to 3.5 GHz,Socket FS1r2,32 nm,,35 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
316c6f4338813abb5128,A10-5757M,Richland,4,,2.5,3.5,FP2,32.0,,35.0,2013-06-01,True,4,2.5 to 3.5 GHz,Socket FP2,32 nm,,35 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
e116aab62089c5f85369,A10-5800B,Trinity,4,,3.8,4.2,FM2,32.0,,100.0,2012-10-02,True,4,3.8 to 4.2 GHz,Socket FM2,32 nm,,100 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
3f93455d0f287604e6c5,A10-5800K,Trinity,4,,3.8,4.2,FM2,32.0,,100.0,2012-10-02,True,4,3.8 to 4.2 GHz,Socket FM2,32 nm,,100 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
f53ca2f7a6ca3eeef8e8,A10-6700,Richland,4,,3.7,4.3,FM2,32.0,,65.0,2013-06-01,True,4,3.7 to 4.3 GHz,Socket FM2,32 nm,,65 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
781713028a32b5c0ef80,A10-6700T,Richland,4,,2.5,3.5,FM2,32.0,,45.0,2013-09-16,True,4,2.5 to 3.5 GHz,Socket FM2,32 nm,,45 W,"Sep 16th, 2013",baraazaid/cpu-and-gpu-stats
724d3bfab49ba73cf45d,A10-6790B,Richland,4,,4.0,4.3,FM2,32.0,,100.0,2013-10-28,True,4,4 to 4.3 GHz,Socket FM2,32 nm,,100 W,"Oct 28th, 2013",baraazaid/cpu-and-gpu-stats
a24f106bd04ce2f33560,A10-6790K,Richland,4,,4.0,4.3,FM2,32.0,,100.0,2013-10-28,True,4,4 to 4.3 GHz,Socket FM2,32 nm,,100 W,"Oct 28th, 2013",baraazaid/cpu-and-gpu-stats
f3db1c3f695674065656,A10-6800K,Richland,4,,4.1,4.4,FM2,32.0,,100.0,2013-06-01,True,4,4.1 to 4.4 GHz,Socket FM2,32 nm,,100 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
2221e9a566d5053ec42c,A10-7700K,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
bdcda9f44ab68cab24ef,A10-7800,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
3c6428b7b8837c150357,A10-7850K,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
2f69d9946e2a01d05f62,A10-7860K,Godaveri,4,,3.6,4.0,FM2+,28.0,,65.0,2016-02-02,True,4,3.6 to 4 GHz,Socket FM2+,28 nm,,65 W,"Feb 2nd, 2016",baraazaid/cpu-and-gpu-stats
8e73f4874a785325472f,A10-7870K,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
423b30c5151c39b3469e,A10-7890K,Godaveri,4,,4.0,4.3,FM2+,28.0,,95.0,2016-01-11,True,4,4 to 4.3 GHz,Socket FM2+,28 nm,,95 W,"Jan 11th, 2016",baraazaid/cpu-and-gpu-stats
650e3f3c7d105f11a096,A10-9700,Bristol Ridge,4,,3.5,3.8,AM4,28.0,,65.0,2017-07-27,True,4,3.5 to 3.8 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017",baraazaid/cpu-and-gpu-stats
4fb3c8bedd713407d17c,A10-9700E,Bristol Ridge,4,,3.0,3.5,AM4,28.0,,35.0,2017-07-27,True,4,3 to 3.5 GHz,Socket AM4,28 nm,,35 W,"Jul 27th, 2017",baraazaid/cpu-and-gpu-stats
9d6abd29a520bbc37273,A100,Stealey,1,,0.6,0.6,BGA 437,90.0,,3.0,2007-06-01,True,1,600 MHz,BGA 437,90 nm,,3 W,"Jun 1st, 2007",baraazaid/cpu-and-gpu-stats
795af521980c9c0c92a1,A110,Stealey,1,,0.8,0.8,BGA 437,90.0,,3.0,2007-06-01,True,1,800 MHz,BGA 437,90 nm,,3 W,"Jun 1st, 2007",baraazaid/cpu-and-gpu-stats
b786c49ff7eee2af403a,A12-9800,Bristol Ridge,4,,3.8,4.2,AM4,28.0,,65.0,2017-07-27,True,4,3.8 to 4.2 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017",baraazaid/cpu-and-gpu-stats
e232017f2a53852ff842,A12-9800E,Bristol Ridge,4,,3.1,3.8,AM4,28.0,,35.0,2017-07-27,True,4,3.1 to 3.8 GHz,Socket AM4,28 nm,,35 W,"Jul 27th, 2017",baraazaid/cpu-and-gpu-stats
01c14415d669fcbfb158,A4 PRO-7300B,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
cd2aeca8e46f08e42fe5,A4 PRO-7350B,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
3b399916865a187889e2,A4-1200,Temash,2,,1.0,1.0,FT3,28.0,,4.0,2013-05-23,True,2,1000 MHz,Socket FT3,28 nm,,4 W,"May 23rd, 2013",baraazaid/cpu-and-gpu-stats
ec6ed7864eb58d1908f3,A4-1250,Temash,2,,1.0,1.0,FT3,28.0,,8.0,2013-05-23,True,2,1000 MHz,Socket FT3,28 nm,,8 W,"May 23rd, 2013",baraazaid/cpu-and-gpu-stats
a903dbae8242cee54f82,A4-1350,Temash,4,,1.0,1.0,FT3,28.0,,8.0,2013-10-18,True,4,1000 MHz,Socket FT3,28 nm,,8 W,"Oct 18th, 2013",baraazaid/cpu-and-gpu-stats
1c0686f22d254f92dee4,A4-3300,Llano,2,,2.5,2.5,FM1,32.0,,65.0,2011-09-07,True,2,2.5 GHz,Socket FM1,32 nm,,65 W,"Sep 7th, 2011",baraazaid/cpu-and-gpu-stats
4f16207dc2bbfee8b406,A4-3300M,Llano,2,,1.9,2.5,FS1,32.0,,35.0,2011-06-14,True,2,1.9 to 2.5 GHz,Socket FS1,32 nm,,35 W,"Jun 14th, 2011",baraazaid/cpu-and-gpu-stats
e4c29b62fbd024790de4,A4-3305M,Llano,2,,1.9,2.5,FS1,32.0,,35.0,2011-06-14,True,2,1.9 to 2.5 GHz,Socket FS1,32 nm,,35 W,"Jun 14th, 2011",baraazaid/cpu-and-gpu-stats
2ac240137922715fbcab,A4-3310MX,Llano,2,,2.1,2.5,FS1,32.0,,35.0,2011-06-14,True,2,2.1 to 2.5 GHz,Socket FS1,32 nm,,35 W,"Jun 14th, 2011",baraazaid/cpu-and-gpu-stats
887f4396a7bd0b542e12,A4-3320M,Llano,2,,2.0,2.6,FS1,32.0,,35.0,2011-12-20,True,2,2 to 2.6 GHz,Socket FS1,32 nm,,35 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
8aa11327b0318f3af9ab,A4-3330MX,Llano,2,,2.2,2.6,FS1,32.0,,45.0,2011-12-20,True,2,2.2 to 2.6 GHz,Socket FS1,32 nm,,45 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
bb61e358e16c329e33f0,A4-3400,Llano,2,,2.7,2.7,FM1,32.0,,65.0,2011-09-07,True,2,2.7 GHz,Socket FM1,32 nm,,65 W,"Sep 7th, 2011",baraazaid/cpu-and-gpu-stats
e25304a1bb140b510c61,A4-3420,Llano,2,,2.8,2.8,FM1,32.0,,65.0,2011-12-20,True,2,2.8 GHz,Socket FM1,32 nm,,65 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
e97df6d8f413a52bcab4,A4-4000,Richland,2,,3.0,3.2,FM2,32.0,,65.0,2013-05-01,True,2,3 to 3.2 GHz,Socket FM2,32 nm,,65 W,May 2013,baraazaid/cpu-and-gpu-stats
69d5a63a09654d38c6d3,A4-4020,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
273b4ef8b7269c65347a,A4-4300M,Trinity,2,,2.5,3.0,FS1R2,32.0,,35.0,2012-05-15,True,2,2.5 to 3 GHz,Socket FS1r2,32 nm,,35 W,"May 15th, 2012",baraazaid/cpu-and-gpu-stats
d8d6d985a9997d96895d,A4-4355M,Trinity,2,,1.9,2.4,FP2,32.0,,17.0,2012-09-27,True,2,1.9 to 2.4 GHz,Socket FP2,32 nm,,17 W,"Sep 27th, 2012",baraazaid/cpu-and-gpu-stats
a6010803f53176b10c88,A4-5000,Kabini,4,,1.5,1.5,FT3,28.0,,15.0,2013-05-23,True,4,1500 MHz,Socket FT3,28 nm,,15 W,"May 23rd, 2013",baraazaid/cpu-and-gpu-stats
a1caec239cd0cec9e951,A4-5050,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
5861013f857df70eee0e,A4-5145M,Richland,2,,2.0,2.6,FP2,32.0,,17.0,2013-06-01,True,2,2 to 2.6 GHz,Socket FP2,32 nm,,17 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
ae45855527946907bb3e,A4-5150M,Richland,2,,2.7,3.3,FS1R2,32.0,,35.0,2013-03-12,True,2,2.7 to 3.3 GHz,Socket FS1r2,32 nm,,35 W,"Mar 12th, 2013",baraazaid/cpu-and-gpu-stats
c2b0496a18e2c7887048,A4-5300,Trinity,2,,3.4,3.6,FM2,32.0,,65.0,2012-10-02,True,2,3.4 to 3.6 GHz,Socket FM2,32 nm,,65 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
59f40e39c739bb734163,A4-5300B,Trinity,2,,3.4,3.6,FM2,32.0,,65.0,2012-10-02,True,2,3.4 to 3.6 GHz,Socket FM2,32 nm,,65 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
5f8ff2a575d3962f7d32,A4-6300,Richland,2,,3.7,3.9,FM2,32.0,,65.0,2013-06-01,True,2,3.7 to 3.9 GHz,Socket FM2,32 nm,,65 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
c81964de1f472f957284,A4-6300B,Richland,2,,3.7,3.9,FM2,32.0,,65.0,2013-06-01,True,2,3.7 to 3.9 GHz,Socket FM2,32 nm,,65 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
020d185c2c39faebee70,A4-6320,Richland,2,,3.8,4.0,FM2,32.0,,65.0,2013-12-01,True,2,3.8 to 4 GHz,Socket FM2,32 nm,,65 W,Dec 2013,baraazaid/cpu-and-gpu-stats
78e8763136690f95536d,A4-6320B,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
4dc8a442db688a693198,A4-7300,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
7ee5190bf1d3cde7f211,A6 PRO-7400B,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
82d8d80373378a44f58f,A6-1450,Temash,4,,1.0,1.4000000000000001,FT3,28.0,,8.0,2013-05-23,True,4,1000 to 1400 MHz,Socket FT3,28 nm,,8 W,"May 23rd, 2013",baraazaid/cpu-and-gpu-stats
d6dd8b393add13f16385,A6-3400M,Llano,4,,1.4,2.3,FS1,32.0,,35.0,2011-06-14,True,4,1.4 to 2.3 GHz,Socket FS1,32 nm,,35 W,"Jun 14th, 2011",baraazaid/cpu-and-gpu-stats
60291cda05e6fa1bf153,A6-3410MX,Llano,4,,1.6,2.3,FS1,32.0,,45.0,2011-06-14,True,4,1.6 to 2.3 GHz,Socket FS1,32 nm,,45 W,"Jun 14th, 2011",baraazaid/cpu-and-gpu-stats
3132a0a44e28eb209c9e,A6-3420M,Llano,4,,1.5,2.4,FS1,32.0,,35.0,2011-12-20,True,4,1.5 to 2.4 GHz,Socket FS1,32 nm,,35 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
e59172445ecdf62b7849,A6-3430MX,Llano,4,,1.7,2.4,FS1,32.0,,45.0,2011-12-20,True,4,1.7 to 2.4 GHz,Socket FS1,32 nm,,45 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
43c54ddffcd694b5c2c5,A6-3500,Llano,3,,2.1,2.4,FM1,32.0,,65.0,2011-08-17,True,3,2.1 to 2.4 GHz,Socket FM1,32 nm,,65 W,"Aug 17th, 2011",baraazaid/cpu-and-gpu-stats
6ac78cf551887fe5c447,A6-3600,Llano,4,,2.1,2.4,FM1,32.0,,65.0,2011-06-30,True,4,2.1 to 2.4 GHz,Socket FM1,32 nm,,65 W,"Jun 30th, 2011",baraazaid/cpu-and-gpu-stats
48f1cd12e529b19b2309,A6-3620,Llano,4,,2.2,2.5,FM1,32.0,,65.0,2011-12-20,True,4,2.2 to 2.5 GHz,Socket FM1,32 nm,,65 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
a64532add3372d287648,A6-3650,Llano,4,,2.6,2.6,FM1,32.0,,100.0,2011-06-30,True,4,2.6 GHz,Socket FM1,32 nm,,100 W,"Jun 30th, 2011",baraazaid/cpu-and-gpu-stats
10b10a6d321eb417280f,A6-3670K,Llano,4,,2.7,2.7,FM1,32.0,,100.0,2011-12-20,True,4,2.7 GHz,Socket FM1,32 nm,,100 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
8fe416f85bd53abb55cd,A6-4400M,Trinity,2,,2.7,3.2,FS1R2,32.0,,35.0,2012-05-15,True,2,2.7 to 3.2 GHz,Socket FS1r2,32 nm,,35 W,"May 15th, 2012",baraazaid/cpu-and-gpu-stats
7995b8f4904c6c418c06,A6-4455M,Trinity,2,,2.1,2.6,FP2,32.0,,17.0,2012-05-15,True,2,2.1 to 2.6 GHz,Socket FP2,32 nm,,17 W,"May 15th, 2012",baraazaid/cpu-and-gpu-stats
d16f3c386518fbd2ba4c,A6-5200,Kabini,4,,2.0,2.0,FT3,28.0,,25.0,2013-05-23,True,4,2000 MHz,Socket FT3,28 nm,,25 W,"May 23rd, 2013",baraazaid/cpu-and-gpu-stats
52c8b592adebef0054e2,A6-5345M,Richland,2,,2.2,2.8,FP2,32.0,,17.0,2013-06-01,True,2,2.2 to 2.8 GHz,Socket FP2,32 nm,,17 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
934428446fb39b82b3c5,A6-5350M,Richland,2,,2.9,3.5,FS1R2,32.0,,35.0,2013-06-01,True,2,2.9 to 3.5 GHz,Socket FS1r2,32 nm,,35 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
6f095e987d5076c65c77,A6-5357M,Richland,2,,2.9,3.5,FP2,32.0,,35.0,2013-06-01,True,2,2.9 to 3.5 GHz,Socket FP2,32 nm,,35 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
94f2d621fc1464f0504b,A6-5400B,Trinity,2,,3.6,3.8,FM2,32.0,,65.0,2012-10-02,True,2,3.6 to 3.8 GHz,Socket FM2,32 nm,,65 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
a399bd581108ba8fe9d0,A6-5400K,Trinity,2,,3.6,3.8,FM2,32.0,,65.0,2012-10-02,True,2,3.6 to 3.8 GHz,Socket FM2,32 nm,,65 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
a342e4db03ea00950eab,A6-6400B,Richland,2,,3.9,4.1,FM2,32.0,,65.0,2013-06-01,True,2,3.9 to 4.1 GHz,Socket FM2,32 nm,,65 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
faff154b2b7cb57b743f,A6-6400K,Richland,2,,3.9,4.1,FM2,32.0,,65.0,2013-06-01,True,2,3.9 to 4.1 GHz,Socket FM2,32 nm,,65 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
bcc9ef1b354d082c598d,A6-6420K,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
e2527236cb81449defa6,A6-7400K,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
2078b20f80946f070557,A6-7470K,Godaveri,2,,3.7,4.0,FM2+,28.0,,65.0,2016-02-02,True,2,3.7 to 4 GHz,Socket FM2+,28 nm,,65 W,"Feb 2nd, 2016",baraazaid/cpu-and-gpu-stats
825ff3dedf5070589621,A6-9120C SoC,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
32266d161f08c5704e3a,A6-9220C SoC,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
d20008f5cedc48cf6d7b,A6-9400,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
7d0e0f6f2c3f98561377,A6-9500,Bristol Ridge,2,,3.5,3.8,AM4,28.0,,65.0,2016-09-05,True,2,3.5 to 3.8 GHz,Socket AM4,28 nm,,65 W,"Sep 5th, 2016",baraazaid/cpu-and-gpu-stats
bbce28b4920dec0b70e6,A6-9500E,Bristol Ridge,2,,3.0,3.4,AM4,28.0,,35.0,2016-09-05,True,2,3 to 3.4 GHz,Socket AM4,28 nm,,35 W,"Sep 5th, 2016",baraazaid/cpu-and-gpu-stats
26bcb23a0febac7a4217,A6-9550,Bristol Ridge,2,,3.8,4.0,AM4,28.0,,65.0,2017-07-27,True,2,3.8 to 4 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017",baraazaid/cpu-and-gpu-stats
2837cee4ead51ebd8083,A8 PRO-7600B,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
9c0d0721dc500f0c1eee,A8-3500M,Llano,4,,1.5,2.4,FS1,32.0,,35.0,2011-06-14,True,4,1.5 to 2.4 GHz,Socket FS1,32 nm,,35 W,"Jun 14th, 2011",baraazaid/cpu-and-gpu-stats
00722be4d26e7b70dd7e,A8-3510MX,Llano,4,,1.8,2.5,FS1,32.0,,45.0,2011-06-14,True,4,1.8 to 2.5 GHz,Socket FS1,32 nm,,45 W,"Jun 14th, 2011",baraazaid/cpu-and-gpu-stats
adf4c71786da4d2ed609,A8-3520M,Llano,4,,1.6,2.5,FS1,32.0,,35.0,2011-12-20,True,4,1.6 to 2.5 GHz,Socket FS1,32 nm,,35 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
4f4f8f171aaab41be26b,A8-3530MX,Llano,4,,1.9,2.6,FS1,32.0,,45.0,2011-06-14,True,4,1.9 to 2.6 GHz,Socket FS1,32 nm,,45 W,"Jun 14th, 2011",baraazaid/cpu-and-gpu-stats
8e51801ca005b3865930,A8-3550MX,Llano,4,,2.0,2.7,FS1,32.0,,45.0,2011-12-20,True,4,2 to 2.7 GHz,Socket FS1,32 nm,,45 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
cab91516f260020f9b8e,A8-3800,Llano,4,,2.4,2.7,FM1,32.0,,65.0,2011-06-30,True,4,2.4 to 2.7 GHz,Socket FM1,32 nm,,65 W,"Jun 30th, 2011",baraazaid/cpu-and-gpu-stats
90dc451664d9442e81a6,A8-3820,Llano,4,,2.5,2.8,FM1,32.0,,65.0,2011-12-20,True,4,2.5 to 2.8 GHz,Socket FM1,32 nm,,65 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
96a324b689cbc8f629d6,A8-3850,Llano,4,,2.9,2.9,FM1,32.0,,100.0,2011-06-30,True,4,2.9 GHz,Socket FM1,32 nm,,100 W,"Jun 30th, 2011",baraazaid/cpu-and-gpu-stats
be65c4f799a01807234b,A8-3870K,Llano,4,,3.0,3.0,FM1,32.0,,100.0,2011-12-20,True,4,3 GHz,Socket FM1,32 nm,,100 W,"Dec 20th, 2011",baraazaid/cpu-and-gpu-stats
ff72c305bd1c8b38c774,A8-4500M,Trinity,4,,1.9,2.8,FS1R2,32.0,,35.0,2012-05-15,True,4,1.9 to 2.8 GHz,Socket FS1r2,32 nm,,35 W,"May 15th, 2012",baraazaid/cpu-and-gpu-stats
ef82d97536f15f62202a,A8-4555M,Trinity,4,,1.6,2.4,FP2,32.0,,19.0,2012-09-27,True,4,1.6 to 2.4 GHz,Socket FP2,32 nm,,19 W,"Sep 27th, 2012",baraazaid/cpu-and-gpu-stats
8f5b2b8c49ad8986e4bd,A8-5500,Trinity,4,,3.2,3.7,FM2,32.0,,65.0,2012-10-02,True,4,3.2 to 3.7 GHz,Socket FM2,32 nm,,65 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
0b4616d41411d38241b7,A8-5500B,Trinity,4,,3.2,3.7,FM2,32.0,,65.0,2012-10-02,True,4,3.2 to 3.7 GHz,Socket FM2,32 nm,,65 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
61c8dfe00b64c77fcdfd,A8-5545M,Richland,4,,1.7,2.7,FP2,32.0,,25.0,2013-06-01,True,4,1.7 to 2.7 GHz,Socket FP2,32 nm,,25 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
97f105e5749bd373c7a8,A8-5550M,Richland,4,,2.1,3.1,FS1R2,32.0,,35.0,2013-06-01,True,4,2.1 to 3.1 GHz,Socket FS1r2,32 nm,,35 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
6f6fa363f3c5afed3f0f,A8-5557M,Richland,4,,2.1,3.1,FP2,32.0,,35.0,2013-06-01,True,4,2.1 to 3.1 GHz,Socket FP2,32 nm,,35 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
9627c9bad2606f472f96,A8-5600K,Trinity,4,,3.6,3.9,FM2,32.0,,100.0,2012-10-02,True,4,3.6 to 3.9 GHz,Socket FM2,32 nm,,100 W,"Oct 2nd, 2012",baraazaid/cpu-and-gpu-stats
d60c3ba09628614a5b00,A8-6500,Richland,4,,3.5,4.1,FM2,32.0,,65.0,2013-06-01,True,4,3.5 to 4.1 GHz,Socket FM2,32 nm,,65 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
cd3ebb6dd0c52167f65d,A8-6500B,Richland,4,,3.5,4.1,FM2,32.0,,65.0,2013-06-01,True,4,3.5 to 4.1 GHz,Socket FM2,32 nm,,65 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
e8a6efc0c00848f511b9,A8-6500T,Richland,4,,2.1,3.1,FM2,32.0,,45.0,2013-09-16,True,4,2.1 to 3.1 GHz,Socket FM2,32 nm,,45 W,"Sep 16th, 2013",baraazaid/cpu-and-gpu-stats
a33dac6660dd2f6892d3,A8-6600K,Richland,4,,3.9,4.2,FM2,32.0,,100.0,2013-06-01,True,4,3.9 to 4.2 GHz,Socket FM2,32 nm,,100 W,"Jun 1st, 2013",baraazaid/cpu-and-gpu-stats
8826fb571677b03bd591,A8-7600,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
0db981d6543526f81298,A8-7650K,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
bc17aa9a8a2dd0d163f6,A8-7670K,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
880f435fa39e09c0f8c7,A8-9600,Bristol Ridge,4,,3.1,3.4,AM4,28.0,,65.0,2017-07-27,True,4,3.1 to 3.4 GHz,Socket AM4,28 nm,,65 W,"Jul 27th, 2017",baraazaid/cpu-and-gpu-stats
e3059721bc7e0d4179cf,A9-9400 SoC,Stoney Ridge,2,,2.4,3.2,FT4,28.0,,10.0,2016-05-31,True,2,2.4 to 3.2 GHz,Socket FT4,28 nm,,10 W,"May 31st, 2016",baraazaid/cpu-and-gpu-stats
71f728d14e1c212b6763,A9-9410 SoC,Stoney Ridge,2,,2.9,3.5,FP4,28.0,,25.0,2016-05-31,True,2,2.9 to 3.5 GHz,Socket FP4,28 nm,,25 W,"May 31st, 2016",baraazaid/cpu-and-gpu-stats
45bad76a1f758764f0d9,A9-9420 SoC,Stoney Ridge,2,,3.0,3.6,FT4,28.0,,15.0,2016-05-31,True,2,3 to 3.6 GHz,Socket FT4,28 nm,,15 W,"May 31st, 2016",baraazaid/cpu-and-gpu-stats
d8dd6af089a58c6af5b8,A9-9425 SoC,Stoney Ridge,2,,3.1,3.7,FT4,28.0,,15.0,2016-05-31,True,2,3.1 to 3.7 GHz,Socket FT4,28 nm,,15 W,"May 31st, 2016",baraazaid/cpu-and-gpu-stats
4351d2b5fdf781bb6539,Athlon 1000,Thunderbird B,1,,1.0,1.0,A,180.0,,54.0,2000-06-05,True,1,1000 MHz,Socket A,180 nm,,54 W,"Jun 5th, 2000",baraazaid/cpu-and-gpu-stats
bbe4b692c9ac2d0d1d73,Athlon 1000,Thunderbird C,1,,1.0,1.0,A,180.0,,54.0,2000-10-31,True,1,1000 MHz,Socket A,180 nm,,54 W,"Oct 31st, 2000",baraazaid/cpu-and-gpu-stats
47e245e8382ee37fc63d,Athlon 1100,Thunderbird B,1,,1.1,1.1,A,180.0,,60.0,2000-08-14,True,1,1100 MHz,Socket A,180 nm,,60 W,"Aug 14th, 2000",baraazaid/cpu-and-gpu-stats
d27d90ec5bd2c4bc5288,Athlon 1133,Thunderbird C,1,,1.133,1.133,A,180.0,,63.0,2000-10-31,True,1,1133 MHz,Socket A,180 nm,,63 W,"Oct 31st, 2000",baraazaid/cpu-and-gpu-stats
bc0feb7fb181c73526b6,Athlon 1200,Thunderbird B,1,,1.2,1.2,A,180.0,,66.0,2000-10-17,True,1,1200 MHz,Socket A,180 nm,,66 W,"Oct 17th, 2000",baraazaid/cpu-and-gpu-stats
a9462bebf248c0ebf921,Athlon 1200,Thunderbird C,1,,1.2,1.2,A,180.0,,66.0,2000-10-31,True,1,1200 MHz,Socket A,180 nm,,66 W,"Oct 31st, 2000",baraazaid/cpu-and-gpu-stats
6a37014416c1851ab762,Athlon 1300,Thunderbird B,1,,1.3,1.3,A,180.0,,68.0,2001-03-21,True,1,1300 MHz,Socket A,180 nm,,68 W,"Mar 21st, 2001",baraazaid/cpu-and-gpu-stats
555473b5b3f922498b24,Athlon 1333,Thunderbird C,1,,1.333,1.333,A,180.0,,70.0,2001-03-21,True,1,1333 MHz,Socket A,180 nm,,70 W,"Mar 21st, 2001",baraazaid/cpu-and-gpu-stats
51bfb6db75d7d717c873,Athlon 1400,Thunderbird B,1,,1.4000000000000001,1.4000000000000001,A,180.0,,72.0,2001-06-06,True,1,1400 MHz,Socket A,180 nm,,72 W,"Jun 6th, 2001",baraazaid/cpu-and-gpu-stats
dc045e3552301eba860d,Athlon 1400,Thunderbird C,1,,1.4000000000000001,1.4000000000000001,A,180.0,,72.0,2001-06-06,True,1,1400 MHz,Socket A,180 nm,,72 W,"Jun 6th, 2001",baraazaid/cpu-and-gpu-stats
86fbbf67b282c7f7d3b7,Athlon 3000G,,,,,,,,,,,False,,,,,,,,baraazaid/cpu-and-gpu-stats
